uf,m,pop,l,u,e,g,mi,mm,f,dl,du,mac,crit,idh,caps,caps_tipo,caps_gestor,srt,leitos_hg,psiq,lq,cobertura_raps,psiq_hg,psiq_hg_sus,hosp_psiq,sm_total,def_psiq,psiq_cad,psiq_hab,psiq_status,alerta_fiscal,porte,pop_sus,esf_gap,regiao,score_mun,risco_mun,vulnerab,n_flags,recup_r,prioridade,siops_desp,esf_equipes,ibge_cod,lat,lon,pib_percapita,agua_rede,esgoto_rede,bolsa_familia_pct,agentes_acs,internacoes_av,cobertura_vacinal,ine,gini,nascimentos,dengue_inc,alfabetizacao,notificacoes,coord_saude,score_v2,score_v2_ab,score_v2_iv,score_v2_raps,score_v2_se,score_v2_san,score_v2_fin,risco_v2,leitos_sus,leitos_sus_1k,esf_1k,medicos_1k,enfermeiros_1k,acs_1k,mort_cv_100k,mort_dm_100k,mort_has_100k,prev_dm_pct,prev_has_pct,intern_dengue_100k,intern_pneum_100k,intern_sepse_100k,let_dengue,let_pneum,let_sepse,sih_score,score_v3_d1,score_v3_d2,score_v3_d3,score_v3_d4,cob_sarampo,cob_gripe,cob_covid,pen_vacinal,pen_vacinal_nivel,pen_vacinal_desc,d1_base,psiq_1k,lq_1k,leitos_total,ibge_7,uti_sus,vacuo_hab,esf_pct,versao_banco,score_v3,rank_v3,rank_regiao_v3,risco_v3
PR,Terra Boa,17842,1.92,0.0,81.4,4.7,9.6,42.0,27.0,-8.0,-2.0,Sul,MODERADO,0.776,1.0,CAPS,Municipal,0.0,0,0,0.0,SIM,0,0,,0,0.0,0.0,0.0,SEM_LEITO,False,PEQUENO,13381,0.0,Sul,82.6,BAIXO,1.7,0,0.0,5,764.7,3,4127205.0,-23.696704,-52.388066,58598,96.5,55.4,13.9,29,324,73.2,0.573,0.439,208,68,92.1,49,Secretaria Municipal de Saúde,67.5,68.5,65.9,44.0,83.7,74.5,68.5,MÉDIO,15,0.84,1.68,2.1,2.55,1.63,257.5,49.4,25.7,11.1,31.7,3.1,309.6,23.8,0.0529,0.0365,0.2691,3.43,80.34,24.41,46.66,33.56,96.3,94.2,97.8,True,1,Geral:73%,80.34,,,,4127205.0,0.0,0,0.0,v40+v37+v3,49.24,882.0,91.0,CRÍTICO
PR,Terra Rica,16842,1.7,0.0,76.3,7.5,9.2,39.5,22.0,-11.0,-2.0,Sul,MODERADO,0.767,1.0,CAPS,Municipal,0.0,0,0,0.0,SIM,0,0,,0,0.0,0.0,0.0,SEM_LEITO,False,PEQUENO,12631,3.7,Sul,61.6,MÉDIO,3.1,0,0.6,5,760.2,3,4127304.0,-22.729746,-52.681113,58253,95.9,55.0,14.0,28,326,73.0,0.577,0.44,167,68,90.1,46,Secretaria Municipal de Saúde,62.6,59.9,69.0,46.6,80.0,73.6,38.4,MÉDIO,14,0.83,1.78,2.1,2.55,1.66,255.5,48.9,25.5,11.0,31.5,3.1,308.7,23.4,0.0536,0.0366,0.2707,3.41,78.74,24.69,46.2,37.93,98.9,82.4,88.0,True,1,Geral:73%,78.74,,,,4127304.0,0.0,0,0.0,v40+v37+v3,49.35,900.0,100.0,CRÍTICO
PR,Terra Roxa,16842,1.69,0.0,76.3,5.5,9.0,50.0,22.0,-11.0,-2.0,Sul,MODERADO,0.728,0.0,Nenhum,,0.0,0,0,0.0,NÃO,0,0,,0,0.0,0.0,0.0,SEM_LEITO,False,PEQUENO,12631,3.7,Sul,67.2,MÉDIO,3.3,1,0.1,4,740.7,3,4127403.0,-24.209052,-54.062956,56755,93.5,53.6,14.4,28,334,72.5,0.592,0.446,234,68,90.7,46,Secretaria Municipal de Saúde,54.1,58.8,61.4,0.0,72.0,70.1,58.0,ALTO,14,0.83,1.78,2.1,2.55,1.66,246.6,46.7,24.4,10.7,30.7,2.9,308.7,21.4,0.0568,0.0373,0.2774,3.33,70.83,26.2,60.44,48.18,113.7,63.6,72.3,True,1,Geral:72%,70.83,,,,4127403.0,0.0,0,0.0,v40+v37+v3,53.16,1719.0,229.0,ALTO
PR,Tibagi,20842,1.99,0.0,69.8,5.0,10.6,36.5,32.0,-8.0,-2.0,Sul,MODERADO,0.731,1.0,CAPS,Municipal,0.0,0,0,0.0,SIM,0,0,,0,0.0,0.0,0.0,SEM_LEITO,False,MÉDIO,15631,10.2,Sul,67.8,MÉDIO,3.8,0,0.0,5,1049.3,3,4127502.0,-24.655211,-50.468362,59714,99.9,83.2,7.5,23,228,76.7,0.464,0.485,260,90,89.3,73,Secretaria Municipal de Saúde,65.7,47.7,77.3,37.6,64.1,94.0,89.1,MÉDIO,28,1.34,1.44,3.3,3.74,1.1,247.3,46.9,24.5,10.8,30.8,3.7,298.4,36.5,0.0565,0.0372,0.2769,3.83,71.91,42.01,34.8,39.52,96.5,66.8,75.0,True,1,Geral:77%,71.91,,,,4127502.0,0.0,0,0.0,v40+v37+v3,48.45,746.0,43.0,CRÍTICO
PR,Tijucas do Sul,15842,1.75,0.0,77.5,5.2,10.2,50.0,22.0,-9.0,-2.0,Sul,MODERADO,0.734,0.0,Nenhum,,0.0,0,0,0.0,NÃO,0,0,,0,0.0,0.0,0.0,SEM_LEITO,False,PEQUENO,11881,2.5,Sul,68.4,MÉDIO,3.4,1,0.0,4,743.7,3,4127601.0,-25.901411,-49.112631,56986,93.8,53.9,14.3,26,333,72.6,0.59,0.445,209,68,92.3,43,Secretaria Municipal de Saúde,54.5,60.7,56.6,0.0,74.8,70.6,61.5,ALTO,13,0.82,1.89,2.1,2.55,1.64,247.9,47.1,24.6,10.8,30.8,2.9,307.8,21.7,0.0563,0.0372,0.2764,3.33,72.34,25.83,60.1,47.52,120.0,68.9,76.7,True,1,Geral:73%,72.34,,,,4127601.0,0.0,0,0.0,v40+v37+v3,53.32,1768.0,252.0,ALTO
PR,Toledo,160701,3.565,0.309,75.2,7.4,9.2,44.0,331.0,171.0,490.0,Oeste,Polo Regional,0.768,1.0,CAPS II,Municipal,0.0,0,0,0.0,SIM,0,0,,0,0.0,0.0,0.0,SEM_LEITO,False,GRANDE,120525,4.8,Sul,68.8,MÉDIO,3.1,0,7.9,5,1442.7,26,4127700.0,-24.705279,-53.777398,67035,99.9,95.0,5.0,145,188,79.3,0.395,0.52,2009,108,95.7,669,Secretaria Municipal de Saúde,63.3,54.6,82.5,4.9,71.7,96.6,71.3,MÉDIO,371,2.31,1.62,4.8,5.44,0.9,255.7,49.0,25.5,11.1,31.5,4.8,262.2,54.0,0.0536,0.0366,0.2705,4.22,79.35,44.82,39.36,37.72,90.8,83.9,89.2,True,1,Sarampo:91% | Geral:79%,79.35,,,,4127700.0,0.0,0,0.0,v40+v37+v3,52.47,1554.0,188.0,ALTO
PR,Tomazina,10842,1.76,0.0,81.1,5.7,10.4,47.5,15.0,-6.0,-1.0,Sul,MODERADO,0.746,0.0,Nenhum,,0.0,0,0,0.0,NÃO,0,0,,0,0.0,0.0,0.0,SEM_LEITO,False,PEQUENO,8131,0.0,Sul,69.4,MÉDIO,3.1,1,0.1,4,749.7,2,4127809.0,-23.726003,-49.962987,57446,94.6,54.3,14.2,18,330,72.7,0.585,0.443,74,68,87.8,29,Secretaria Municipal de Saúde,55.9,67.4,57.9,0.0,73.3,71.7,56.6,MÉDIO,9,0.83,1.84,2.1,2.55,1.66,250.7,47.8,24.9,10.9,31.1,3.1,317.8,23.0,0.0553,0.037,0.2743,3.47,74.89,27.6,59.95,45.41,120.0,77.4,83.8,True,1,Geral:73%,74.89,,,,4127809.0,0.0,0,0.0,v40+v37+v3,54.16,2023.0,368.0,ALTO
PR,Três Barras do Paraná,15842,1.78,0.0,79.3,6.2,10.8,40.5,22.0,-9.0,-2.0,Sul,MODERADO,0.719,0.0,Nenhum,,0.0,0,0,0.0,NÃO,0,0,,0,0.0,0.0,0.0,SEM_LEITO,False,PEQUENO,11881,0.7,Sul,63.8,MÉDIO,3.9,1,0.3,4,736.1,3,4127858.0,-25.439094,-53.224897,56410,92.9,53.3,14.5,26,336,72.3,0.596,0.447,152,68,88.9,43,Secretaria Municipal de Saúde,53.6,63.1,60.6,0.0,68.5,69.2,50.2,ALTO,13,0.82,1.89,2.1,2.55,1.64,244.5,46.2,24.2,10.7,30.5,3.0,320.5,21.8,0.0575,0.0374,0.279,3.44,69.37,29.21,60.37,49.75,94.4,83.7,89.1,True,1,Sarampo:94% | Geral:72%,69.37,,,,4127858.0,0.0,0,0.0,v40+v37+v3,53.69,1875.0,299.0,ALTO
PR,Tunas do Paraná,0,,,,,,,2800.0,,,,P3,0.63,0.0,Nenhum,,0.0,0,0,0.0,NÃO,0,0,,0,0.0,0.0,0.0,SEM_LEITO,False,INDEFINIDO,0,80.0,Sul,45.8,ALTO,5.3,3,0.0,2,,0,4127882.0,-24.95225,-48.901937,55642,87.3,50.1,15.4,0,358,71.1,0.634,0.47,106,89,83.4,0,Secretaria Municipal de Saúde,41.8,54.5,16.4,30.0,43.1,59.5,50.0,ALTO,0,0.0,0.0,3.0,3.4,0.0,224.2,41.2,21.8,9.9,28.8,2.5,294.2,28.8,0.0646,0.0389,0.2943,3.48,51.11,40.12,80.4,67.02,95.7,76.0,82.6,True,1,Geral:71%,51.11,,,,4127882.0,0.0,0,0.0,v40+v37+v3,59.54,3795.0,777.0,MODERADO
PR,Tuneiras do Oeste,11842,1.8,0.0,76.9,6.8,7.2,37.5,17.0,-6.0,-1.0,Sul,MODERADO,0.722,0.0,Nenhum,,0.0,0,0,0.0,NÃO,0,0,,0,0.0,0.0,0.0,SEM_LEITO,False,PEQUENO,8881,3.1,Sul,65.8,MÉDIO,3.3,1,0.3,4,737.6,2,4127908.0,-23.8798,-52.84296,56525,93.1,53.4,14.4,20,336,72.4,0.594,0.447,87,68,91.3,32,Secretaria Municipal de Saúde,55.7,60.1,75.8,0.0,71.2,69.5,43.9,MÉDIO,10,0.84,1.69,2.1,2.55,1.69,245.2,46.4,24.3,10.7,30.6,2.9,318.7,21.7,0.0572,0.0374,0.2784,3.42,69.98,28.52,60.59,47.82,111.1,70.4,78.0,True,1,Geral:72%,69.98,,,,4127908.0,0.0,0,0.0,v40+v37+v3,53.47,1810.0,272.0,ALTO
PR,Tupãssi,8842,1.52,0.0,77.5,6.8,10.8,34.5,10.0,-7.0,-1.0,Sul,MODERADO,0.761,0.0,Nenhum,,0.0,0,0,0.0,NÃO,0,0,,0,0.0,0.0,0.0,SEM_LEITO,False,PEQUENO,6631,2.5,Sul,59.3,MÉDIO,3.8,1,0.2,4,757.2,1,4127957.0,-24.642364,-53.508551,58022,95.5,54.8,14.1,15,327,73.0,0.579,0.441,80,68,93.6,24,Secretaria Municipal de Saúde,56.6,62.6,66.0,0.0,81.9,73.0,45.6,MÉDIO,7,0.79,1.13,2.1,2.55,1.7,254.1,48.6,25.3,11.0,31.4,3.2,317.6,24.0,0.0541,0.0367,0.2717,3.5,87.77,27.18,63.72,43.33,100.0,55.6,65.6,True,1,Geral:73%,77.77,,,,4127957.0,0.0,0,0.0,v40+v37+v3,58.74,3536.0,704.0,MODERADO
PR,Turvo,15842,1.7,0.0,78.7,7.6,9.2,37.5,21.0,-10.0,-2.0,Sul,MODERADO,0.77,0.0,Nenhum,,0.0,0,0,0.0,NÃO,0,0,,0,0.0,0.0,0.0,SEM_LEITO,False,PEQUENO,11881,1.3,Sul,61.5,MÉDIO,3.3,1,0.5,4,761.7,3,4127965.0,-25.012253,-51.47814,58368,96.1,55.2,14.0,26,325,73.1,0.576,0.44,203,68,88.9,43,Secretaria Municipal de Saúde,56.8,63.9,70.6,0.0,79.4,74.0,37.4,MÉDIO,13,0.82,1.89,2.1,2.55,1.64,256.2,49.1,25.6,11.1,31.5,3.2,319.6,24.4,0.0534,0.0366,0.2701,3.54,79.67,27.09,59.65,42.32,120.0,87.4,92.2,True,1,Geral:73%,79.67,,,,4127965.0,0.0,0,0.0,v40+v37+v3,54.92,2222.0,450.0,ALTO
PR,Ubiratã,21842,1.99,0.0,68.3,6.5,10.6,40.0,34.0,-9.0,-3.0,Sul,MODERADO,0.755,2.0,CAPS,Municipal,0.0,0,0,0.0,SIM,0,0,,0,0.0,0.0,0.0,SEM_LEITO,False,MÉDIO,16381,11.7,Sul,59.5,MÉDIO,4.1,0,0.5,4,1066.3,3,4128005.0,-24.505792,-53.021033,60682,99.9,84.5,7.3,25,225,77.0,0.457,0.482,292,90,91.1,77,Secretaria Municipal de Saúde,69.7,46.5,75.2,71.8,70.9,94.9,74.6,MÉDIO,30,1.37,1.37,3.3,3.74,1.14,252.7,48.3,25.2,10.9,31.2,3.8,298.3,38.4,0.0546,0.0368,0.2727,3.9,86.29,41.79,30.64,35.63,72.6,74.3,81.2,True,3,Sarampo:73% | Geral:77%,76.29,,,,4128005.0,0.0,0,0.0,v40+v37+v3,50.87,1162.0,137.0,CRÍTICO
PR,Umuarama,107842,2.48,0.314,69.8,7.0,7.6,48.5,209.0,-2.0,0.0,Sul,ADEQUADO,0.773,2.0,"CAPS II,CAPSad",Municipal,0.0,0,0,0.0,SIM,0,0,,0,0.0,0.0,0.0,SEM_LEITO,False,GRANDE,80881,10.2,Sul,69.4,MÉDIO,3.0,0,4.2,5,1447.5,16,4128104.0,-23.68004,-53.414123,67256,99.9,95.0,5.0,97,188,79.4,0.394,0.519,1505,108,94.2,449,Secretaria Municipal de Saúde,63.4,45.4,85.8,14.5,71.5,96.6,75.5,MÉDIO,249,2.31,1.48,4.8,5.44,0.9,256.9,49.3,25.6,11.1,31.6,4.8,261.4,54.4,0.0532,0.0365,0.2696,4.23,80.0,44.32,31.6,36.8,94.3,88.8,93.3,True,1,Sarampo:94% | Geral:79%,80.0,,,,4128104.0,0.0,0,0.0,v40+v37+v3,50.08,1024.0,125.0,CRÍTICO
PR,Uniflor,3842,1.27,0.0,81.4,5.2,8.4,41.5,4.0,-4.0,0.0,Sul,MODERADO,0.731,0.0,Nenhum,,0.0,0,0,0.0,NÃO,0,0,,0,0.0,0.0,0.0,SEM_LEITO,False,MICRO,2881,0.0,Sul,71.0,BAIXO,2.5,2,0.0,3,588.6,1,4128302.0,-23.067459,-52.109651,56870,83.8,35.8,20.1,8,395,70.5,0.675,0.415,21,58,90.5,9,Secretaria Municipal de Saúde,54.2,70.2,62.9,0.0,79.0,48.9,48.5,ALTO,2,0.52,2.6,1.5,1.87,2.08,247.3,46.9,24.5,10.8,30.8,2.9,223.7,36.4,0.0565,0.0372,0.2769,3.21,81.91,31.32,62.46,48.25,75.9,63.9,72.6,True,3,Sarampo:76% | Geral:70%,71.91,,,,4128302.0,0.0,0,0.0,v40+v37+v3,58.38,3398.0,677.0,MODERADO
PR,União da Vitória,55842,2.38,0.28,68.9,4.9,10.8,43.5,104.0,-5.0,0.0,Sul,ADEQUADO,0.746,1.0,CAPS,Municipal,0.0,0,33,0.59,SIM,33,33,,33,93.0,126.0,33.0,HABILITACAO_PARCIAL,False,MÉDIO,41881,11.1,Sul,71.4,BAIXO,3.7,0,0.0,5,1059.9,8,4128203.0,-26.109159,-51.075231,60319,99.9,84.0,7.4,63,226,76.9,0.46,0.483,735,90,96.3,197,Secretaria Municipal de Saúde,64.3,47.0,71.7,25.6,73.8,94.5,91.0,MÉDIO,76,1.36,1.43,3.3,3.74,1.13,250.7,47.8,24.9,10.9,31.1,3.8,298.3,37.6,0.0553,0.037,0.2743,3.87,74.89,41.8,30.72,39.03,93.9,77.2,83.6,True,1,Sarampo:94% | Geral:77%,74.89,,,,4128203.0,0.0,0,0.0,v40+v37+v3,47.98,688.0,23.0,CRÍTICO
PR,Uraí,12842,1.88,0.0,76.0,6.4,8.8,36.0,19.0,-6.0,-2.0,Sul,MODERADO,0.764,1.0,CAPS I,Municipal,0.0,0,0,0.0,SIM,0,0,,0,0.0,0.0,0.0,SEM_LEITO,False,PEQUENO,9631,4.0,Sul,70.1,BAIXO,2.7,0,0.3,5,758.7,2,4128401.0,-23.217136,-50.829437,58138,95.7,54.9,14.0,21,326,73.0,0.578,0.44,88,68,89.9,35,Secretaria Municipal de Saúde,66.4,59.0,73.2,61.1,79.2,73.3,49.9,MÉDIO,11,0.86,1.56,2.1,2.55,1.64,254.8,48.8,25.4,11.0,31.4,3.0,310.5,23.1,0.0539,0.0367,0.2712,3.41,88.22,24.89,47.07,35.38,73.4,60.4,69.6,True,3,Sarampo:73% | Geral:73%,78.22,,,,4128401.0,0.0,0,0.0,v40+v37+v3,52.12,1439.0,167.0,ALTO
PR,Ventania,12842,1.64,0.0,81.7,6.6,8.0,39.0,16.0,-9.0,-2.0,Sul,MODERADO,0.722,0.0,Nenhum,,0.0,0,0,0.0,NÃO,0,0,,0,0.0,0.0,0.0,SEM_LEITO,False,PEQUENO,9631,2.8,Sul,60.8,MÉDIO,2.9,1,0.3,4,737.6,1,4128534.0,-24.175038,-50.244746,56525,93.1,53.4,14.4,21,336,72.4,0.594,0.447,134,68,86.7,35,Secretaria Municipal de Saúde,52.1,63.8,53.7,0.0,91.0,51.7,40.1,ALTO,3,0.62,2.07,1.5,1.87,2.07,255.5,48.9,25.5,11.0,31.5,2.6,192.8,32.9,0.0536,0.0366,0.2707,2.83,78.74,23.6,63.35,45.9,100.1,90.1,95.3,True,1,Geral:71%,78.74,,,,4128534.0,0.0,0,0.0,v40+v37+v3,55.41,2367.0,489.0,ALTO
PR,Vera Cruz do Oeste,9842,1.42,0.0,76.0,7.1,8.8,44.0,11.0,-8.0,-1.0,Sul,MODERADO,0.761,0.0,Nenhum,,0.0,0,0,0.0,NÃO,0,0,,0,0.0,0.0,0.0,SEM_LEITO,False,PEQUENO,7381,4.0,Sul,58.5,MÉDIO,3.4,2,0.2,3,757.2,2,4128559.0,-25.008313,-53.919859,58022,95.5,54.8,14.1,16,327,73.0,0.579,0.441,94,68,89.9,27,Secretaria Municipal de Saúde,55.1,58.8,67.3,0.0,78.4,73.0,42.4,MÉDIO,8,0.81,2.03,2.1,2.55,1.63,254.1,48.6,25.3,11.0,31.4,3.2,318.6,23.9,0.0541,0.0367,0.2717,3.51,77.77,27.24,59.24,44.47,110.3,82.8,88.3,True,1,Geral:73%,77.77,,,,4128559.0,0.0,0,0.0,v40+v37+v3,54.59,2141.0,417.0,ALTO
PR,Verê,7842,1.53,0.0,81.1,5.1,11.0,34.5,9.0,-6.0,-1.0,Sul,MODERADO,0.734,0.0,Nenhum,,0.0,0,0,0.0,NÃO,0,0,,0,0.0,0.0,0.0,SEM_LEITO,False,PEQUENO,5881,0.0,Sul,69.6,MÉDIO,3.2,1,0.0,4,743.7,1,4128609.0,-25.873377,-52.959187,56986,93.8,53.9,14.3,13,333,72.6,0.59,0.445,103,68,90.1,21,Secretaria Municipal de Saúde,57.4,67.1,64.4,0.0,72.8,70.6,62.5,MÉDIO,7,0.89,1.28,2.1,2.55,1.66,247.9,47.1,24.6,10.8,30.8,3.0,322.5,22.3,0.0563,0.0372,0.2764,3.48,72.34,28.64,62.07,45.32,103.4,72.2,79.5,True,1,Geral:73%,72.34,,,,4128609.0,0.0,0,0.0,v40+v37+v3,54.28,2054.0,380.0,ALTO
PR,Vila Alta,4842,1.4,0.0,77.2,6.1,11.0,40.5,5.0,-4.0,-1.0,Sul,MODERADO,0.767,0.0,Nenhum,,0.0,0,0,0.0,NÃO,0,0,,0,0.0,0.0,0.0,SEM_LEITO,False,MICRO,3631,2.8,Sul,60.8,MÉDIO,3.6,2,0.1,3,602.9,1,,,,58253,85.8,36.7,19.6,10,386,71.0,0.659,0.41,59,58,99.4,12,Secretaria Municipal de Saúde,52.1,63.8,53.7,0.0,91.0,51.7,40.1,ALTO,3,0.62,2.07,1.5,1.87,2.07,255.5,48.9,25.5,11.0,31.5,2.6,192.8,32.9,0.0536,0.0366,0.2707,2.83,78.74,23.6,63.35,45.9,100.1,90.1,95.3,True,1,Geral:71%,78.74,,,,,0.0,0,0.0,v40+v37+v3,55.41,2367.0,489.0,ALTO
PR,Virmond,4842,1.21,0.0,77.8,5.7,7.2,48.5,5.0,-5.0,-1.0,Sul,MODERADO,0.722,0.0,Nenhum,,0.0,0,0,0.0,NÃO,0,0,,0,0.0,0.0,0.0,SEM_LEITO,False,MICRO,3631,2.2,Sul,65.0,MÉDIO,2.9,2,0.0,3,585.0,1,4128658.0,-25.407607,-52.23525,56525,83.3,35.6,20.2,10,397,70.3,0.679,0.417,58,58,93.4,12,Secretaria Municipal de Saúde,51.5,63.3,61.2,0.0,79.6,48.2,42.9,ALTO,3,0.62,2.07,1.5,1.87,2.07,245.2,46.4,24.3,10.7,30.6,3.0,240.5,37.1,0.0572,0.0374,0.2784,3.38,79.98,35.41,63.98,51.0,69.2,87.4,92.1,True,3,Sarampo:69% | Geral:70%,69.98,,,,4128658.0,0.0,0,0.0,v40+v37+v3,59.69,3843.0,787.0,MODERADO
PR,Vitorino,8842,1.61,0.0,79.3,6.8,8.6,42.0,11.0,-6.0,-1.0,Sul,MODERADO,0.734,1.0,CAPS I,Municipal,0.0,0,0,0.0,SIM,0,0,,0,0.0,0.0,0.0,SEM_LEITO,False,PEQUENO,6631,0.7,Sul,66.0,MÉDIO,2.7,0,0.2,5,743.7,2,4128708.0,-26.281723,-52.80736,56986,93.8,53.9,14.3,15,333,72.6,0.59,0.445,130,68,94.8,24,Secretaria Municipal de Saúde,69.9,64.7,68.9,88.7,77.1,70.6,44.4,MÉDIO,7,0.79,2.26,2.1,2.55,1.7,247.9,47.1,24.6,10.8,30.8,3.0,313.1,22.3,0.0563,0.0372,0.2764,3.4,72.34,27.29,44.29,38.03,100.0,78.9,85.1,True,1,Geral:73%,72.34,,,,4128708.0,0.0,0,0.0,v40+v37+v3,47.52,612.0,13.0,CRÍTICO
PR,Wenceslau Braz,19842,1.72,0.0,78.4,7.0,9.6,50.0,27.0,-12.0,-2.0,Sul,MODERADO,0.749,1.0,CAPS,Municipal,0.0,0,0,0.0,SIM,0,0,,0,0.0,0.0,0.0,SEM_LEITO,False,PEQUENO,14881,1.6,Sul,63.3,MÉDIO,3.0,0,0.5,5,751.2,3,4128500.0,-23.855479,-49.784031,57562,94.8,54.4,14.2,33,330,72.8,0.584,0.443,278,68,90.0,54,Secretaria Municipal de Saúde,60.1,63.1,59.4,39.5,75.9,72.0,42.9,MÉDIO,17,0.86,1.51,2.1,2.55,1.66,251.4,47.9,25.0,10.9,31.1,3.0,310.5,22.4,0.0551,0.0369,0.2738,3.38,85.25,25.52,47.34,41.72,76.8,74.4,81.3,True,3,Sarampo:77% | Geral:73%,75.25,,,,4128500.0,0.0,0,0.0,v40+v37+v3,52.42,1540.0,185.0,ALTO
PR,Xambrê,7842,1.58,0.0,79.0,5.0,8.0,45.0,10.0,-6.0,-1.0,Sul,MODERADO,0.746,1.0,CAPS I,Municipal,0.0,0,0,0.0,SIM,0,0,,0,0.0,0.0,0.0,SEM_LEITO,False,PEQUENO,5881,1.0,Sul,76.6,BAIXO,1.9,0,0.0,5,749.7,1,4128807.0,-23.735641,-53.592621,57446,94.6,54.3,14.2,13,330,72.7,0.585,0.443,69,68,88.2,21,Secretaria Municipal de Saúde,73.1,63.8,69.5,100.0,73.7,71.7,64.1,MÉDIO,7,0.89,1.28,2.1,2.55,1.66,250.7,47.8,24.9,10.9,31.1,3.0,322.5,22.9,0.0553,0.037,0.2743,3.5,74.89,28.12,48.18,36.98,112.2,81.1,86.9,True,1,Geral:73%,74.89,,,,4128807.0,0.0,0,0.0,v40+v37+v3,49.5,922.0,105.0,CRÍTICO
PR,Ângulo,3842,1.2,0.0,76.9,7.3,11.0,36.0,4.0,-4.0,0.0,Sul,MODERADO,0.776,0.0,Nenhum,,0.0,0,0,0.0,NÃO,0,0,,0,0.0,0.0,0.0,SEM_LEITO,False,MICRO,2881,3.1,Sul,53.1,ALTO,3.9,2,0.1,3,606.5,1,4101150.0,-23.191655,-51.918514,58598,86.3,36.9,19.5,8,383,71.1,0.655,0.409,44,58,89.7,9,Secretaria Municipal de Saúde,51.0,63.8,57.3,0.0,86.6,52.4,27.7,ALTO,2,0.52,2.6,1.5,1.87,2.08,257.5,49.4,25.7,11.1,31.7,3.0,218.4,39.2,0.0529,0.0365,0.2691,3.28,80.34,29.46,61.92,45.71,120.0,69.1,76.9,True,1,Geral:71%,80.34,,,,4101150.0,0.0,0,0.0,v40+v37+v3,56.9,2834.0,572.0,MODERADO
RJ,Angra dos Reis,179142,1.872,0.09,62.0,8.8,10.4,58.0,295.0,-113.0,154.0,Baía de Ilha Grande,MODERADO,0.724,2.0,"CAPS II,CAPSad",Municipal,0.0,0,0,0.0,SIM,0,0,,0,0.0,0.0,0.0,SEM_LEITO,False,GRANDE,134356,18.0,Sudeste,37.5,CRÍTICO,5.8,0,11.2,3,1452.8,24,3300100.0,-22.937108,-44.385448,74584,99.9,95.0,5.7,161,196,77.9,0.407,0.536,2088,180,95.2,815,Secretaria Municipal de Saúde,51.4,32.0,66.6,8.8,62.5,91.7,56.4,ALTO,434,2.42,1.34,5.76,5.6,0.9,255.8,51.4,30.7,11.0,29.0,17.8,217.2,49.9,0.0571,0.0401,0.2839,3.96,100.0,47.63,37.43,49.62,54.6,59.9,65.7,True,3,Sarampo:55% | Geral:78%,83.31,,,,3300100.0,0.0,0,0.0,v40+v37+v3,60.58,4157.0,1455.0,BAIXO
RJ,Aperibé,0,,,,,,,,,,,P3,,0.0,Dado não disponível,,0.0,0,0,0.0,NÃO INFORMADO,0,0,,0,0.0,0.0,0.0,DADO_PENDENTE,False,INDEFINIDO,0,80.0,Sudeste,50.0,ALTO,5.5,4,0.0,2,,0,330015.0,-21.6523,-42.1347,62370,86.2,50.8,17.4,0,369,69.9,0.648,0.477,0,148,93.8,0,Secretaria Municipal de Saúde,42.3,45.5,11.1,30.0,73.4,54.7,50.0,ALTO,33,0.0,0.0,3.6,3.5,0.0,238.1,46.8,28.2,10.4,27.6,9.6,205.0,30.0,0.059,0.0405,0.2881,2.96,85.28,31.71,73.27,73.72,47.0,45.2,52.0,True,2,CRITICO: Sarampo 47.0%<80.0% | Gripe 45.2%<60.0%,67.28,,,35.0,330015.0,0.0,0,0.0,v40+v37+v3,,,,
RJ,Araruama,137906,2.074,0.09,62.0,9.3,10.4,58.0,215.0,-59.0,119.0,Baixada Litorânea,ADEQUADO,0.718,1.0,CAPS II,Municipal,0.0,0,0,0.0,SIM,0,0,,0,0.0,0.0,0.0,SEM_LEITO,False,GRANDE,103429,18.0,Sudeste,36.6,CRÍTICO,6.0,1,9.2,3,1446.9,19,3300209.0,-22.755102,-42.29326,74281,99.9,95.0,5.7,124,197,77.8,0.409,0.537,1577,180,93.1,627,Secretaria Municipal de Saúde,49.9,32.0,66.5,5.7,59.5,91.7,51.1,ALTO,334,2.42,1.38,5.76,5.6,0.9,254.3,51.1,30.5,11.0,28.9,18.2,223.9,50.7,0.0576,0.0402,0.2849,4.06,100.0,49.41,39.92,51.61,59.5,47.6,55.4,True,3,Sarampo:60% | Geral:78%,82.32,,,,3300209.0,0.0,0,0.0,v40+v37+v3,62.07,4525.0,1533.0,BAIXO
