uf,m,ibge_cod,pop,caps,caps_tipo,srt,leitos_sus,leitos_hg,psiq,psiq_cad,psiq_hab,def_psiq,lq,uti_sus,vacuo_hab,esf_pct,alerta_fiscal,score_mun,score_v2,versao_banco
MG,Abadia dos Dourados,3100104.0,7842,1.0,CAPS I,0.0,7,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,57.0,66.8,v37+v3
MG,Abaeté,3100203.0,23842,1.0,CAPS,0.0,34,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,52.1,59.1,v37+v3
MG,Abre Campo,3100302.0,13842,1.0,CAPS,0.0,12,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,58.0,62.5,v37+v3
MG,Acaiaca,3100401.0,4842,0.0,Nenhum,0.0,3,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,61.1,51.4,v37+v3
MG,Aguanil,3100807.0,4842,0.0,Nenhum,0.0,3,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,59.5,51.7,v37+v3
MG,Aimorés,3101102.0,24842,1.0,CAPS,0.0,36,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,58.4,60.9,v37+v3
MG,Aiuruoca,3101201.0,7842,0.0,Nenhum,0.0,7,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,62.3,54.5,v37+v3
MG,Alagoa,3101300.0,2842,0.0,Nenhum,0.0,2,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,56.9,51.8,v37+v3
MG,Albertina,3101409.0,3842,0.0,Nenhum,0.0,2,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,57.2,50.9,v37+v3
MG,Alfenas,3101607.0,76842,2.0,"CAPS II,CAPSad",1.0,110,15,15,0.0,0.0,0.0,0.0,0.0,0,0.0,False,69.9,66.6,v37+v3
MG,Alfredo Vasconcelos,3101631.0,5842,0.0,Nenhum,0.0,5,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,53.7,55.3,v37+v3
MG,Almenara,3101706.0,38842,2.0,CAPS,0.0,56,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,61.2,63.0,v37+v3
MG,Alpercata,3101805.0,9842,1.0,CAPS I,0.0,9,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,58.5,66.5,v37+v3
MG,Alpinópolis,3101904.0,18842,1.0,CAPS,0.0,17,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,59.2,59.4,v37+v3
MG,Alterosa,3102001.0,19842,1.0,CAPS,0.0,17,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,56.7,59.8,v37+v3
MG,Alto Caparaó,3102050.0,4842,0.0,Nenhum,0.0,3,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,57.7,49.7,v37+v3
MG,Alto Jequitibá,3153509.0,14842,1.0,CAPS I,0.0,13,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,51.2,59.0,v37+v3
MG,Alto Rio Doce,3102100.0,11842,0.0,Nenhum,0.0,10,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,51.9,50.3,v37+v3
MG,Alvarenga,3102209.0,7842,0.0,Nenhum,0.0,7,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,56.4,54.2,v37+v3
MG,Alvinópolis,3102308.0,13842,1.0,CAPS,0.0,12,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,59.6,61.3,v37+v3
MG,Alvorada de Minas,3102407.0,4842,0.0,Nenhum,0.0,3,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,50.7,45.7,v37+v3
MG,Além Paraíba,3101508.0,35842,1.0,CAPS,0.0,51,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,57.1,61.6,v37+v3
MG,Amparo do Serra,3102506.0,4842,0.0,Nenhum,0.0,3,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,52.2,49.3,v37+v3
MG,Andradas,3102605.0,38842,1.0,CAPS,0.0,56,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,52.6,59.3,v37+v3
MG,Andrelândia,3102803.0,11842,1.0,CAPS,0.0,10,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,56.5,61.8,v37+v3
MG,Angelandia,3102852.0,6842,0.0,Nenhum,0.0,6,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,64.5,53.6,v37+v3
MG,Antônio Carlos,3102902.0,12842,1.0,CAPS,0.0,11,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,55.3,61.6,v37+v3
MG,Antônio Dias,3103009.0,12842,0.0,Nenhum,0.0,11,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,51.9,51.1,v37+v3
MG,Antônio Prado de Minas,3103108.0,1842,0.0,Nenhum,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,48.8,48.0,v37+v3
MG,Aracitaba,3103306.0,2842,0.0,Nenhum,0.0,2,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,59.9,48.1,v37+v3
MG,Araguari,3103504.0,115842,2.0,"CAPS II,CAPSad",0.0,280,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,68.6,64.2,v37+v3
MG,Arantina,3103603.0,3842,0.0,Nenhum,0.0,2,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,45.2,47.6,v37+v3
MG,Araponga,3103702.0,8842,0.0,Nenhum,0.0,8,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,63.1,55.0,v37+v3
MG,Araporã,3103751.0,6842,0.0,Nenhum,0.0,6,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,57.4,54.0,v37+v3
MG,Arapuá,3103801.0,3842,0.0,Nenhum,0.0,2,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,62.1,51.9,v37+v3
MG,Araxá,3104007.0,101842,2.0,"CAPS II,CAPSad",0.0,246,15,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,68.3,62.8,v37+v3
MG,Araçaí,3103207.0,4842,0.0,Nenhum,0.0,3,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,58.9,49.5,v37+v3
MG,Araçuaí,3103405.0,35842,3.0,CAPS,0.0,51,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,63.9,70.0,v37+v3
MG,Araújos,3103900.0,8842,1.0,CAPS I,0.0,8,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,54.7,66.9,v37+v3
MG,Arceburgo,3104106.0,11842,0.0,Nenhum,0.0,10,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,59.8,55.5,v37+v3
MG,Arcos,3104205.0,39842,1.0,CAPS I,0.0,57,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,53.2,60.3,v37+v3
MG,Areado,3104304.0,15842,0.0,Nenhum,0.0,14,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,66.2,56.5,v37+v3
MG,Argirita,3104403.0,3842,0.0,Nenhum,0.0,2,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,47.1,47.6,v37+v3
MG,Aricanduva,3104452.0,3842,0.0,Nenhum,0.0,2,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,56.3,47.4,v37+v3
MG,Arinos,3104502.0,18842,1.0,CAPS,0.0,17,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,56.5,58.1,v37+v3
MG,Astolfo Dutra,3104601.0,13842,1.0,CAPS,0.0,12,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,62.6,64.0,v37+v3
MG,Ataléia,3104700.0,14842,0.0,Nenhum,0.0,13,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,69.6,54.9,v37+v3
MG,Augusto de Lima,3104809.0,5842,0.0,Nenhum,0.0,5,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,48.7,49.2,v37+v3
MG,Açucena,3100500.0,10842,1.0,CAPS I,0.0,10,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,61.7,60.8,v37+v3
MG,Baependi,3104908.0,20842,1.0,CAPS,0.0,30,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,49.0,60.6,v37+v3
MG,Baldim,3105004.0,9842,0.0,Nenhum,0.0,9,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,50.6,53.2,v37+v3
MG,Bambuí,3105103.0,24842,1.0,CAPS,0.0,36,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,55.0,61.5,v37+v3
MG,Bandeira,3105202.0,5842,1.0,CAPS I,0.0,5,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,65.8,70.0,v37+v3
MG,Bandeira do Sul,3105301.0,7842,0.0,Nenhum,0.0,7,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,53.4,51.1,v37+v3
MG,Barbacena,3105608.0,135842,2.0,"CAPS II,CAPSad",3.0,329,130,130,0.0,0.0,0.0,0.0,0.0,0,0.0,False,63.4,66.0,v37+v3
MG,Barra Longa,3105707.0,6842,0.0,Nenhum,0.0,6,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,64.7,53.5,v37+v3
MG,Barroso,3105905.0,20842,1.0,CAPS,0.0,30,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,56.3,61.8,v37+v3
MG,Barão de Cocais,3105400.0,28842,1.0,CAPS,0.0,41,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,67.2,65.6,v37+v3
MG,Barão de Monte Alto,,5842,0.0,Nenhum,0.0,5,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,60.4,52.5,v37+v3
MG,Barão do Monte Alto,310550.0,0,0.0,Dado não disponível,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,50.0,42.3,v37+v3
MG,Bela Vista de Minas,3106002.0,10842,1.0,CAPS I,0.0,10,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,62.4,64.2,v37+v3
MG,Belmiro Braga,3106101.0,3842,0.0,Nenhum,0.0,2,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,49.9,48.8,v37+v3
MG,Belo Horizonte,3106200.0,2415872,25.0,"CAPS I,CAPS II,CAPSad,CAPSi,CAPSad III,CAPS III",10.0,10098,380,380,0.0,0.0,0.0,0.0,0.0,0,0.0,False,55.7,57.2,v37+v3
MG,Belo Oriente,3106309.0,19842,0.0,Nenhum,0.0,17,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,58.3,54.4,v37+v3
MG,Belo Vale,3106408.0,9842,0.0,Nenhum,0.0,9,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,53.3,52.4,v37+v3
MG,Berilo,3106507.0,10842,1.0,CAPS,0.0,10,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,63.2,62.5,v37+v3
MG,Berizal,3106655.0,4842,0.0,Nenhum,0.0,3,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,49.7,48.1,v37+v3
MG,Bertópolis,3106606.0,5842,0.0,Nenhum,0.0,5,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,49.1,48.6,v37+v3
MG,Betim,3106705.0,431433,4.0,"CAPS II,CAPSad,CAPSi,CAPS III",1.0,1044,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,53.3,55.1,v37+v3
MG,Bias Fortes,3106804.0,4842,0.0,Nenhum,0.0,3,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,53.5,46.1,v37+v3
MG,Bicas,3106903.0,16842,1.0,CAPS,0.0,15,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,52.5,57.2,v37+v3
MG,Biquinhas,3107000.0,3842,0.0,Nenhum,0.0,2,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,61.6,53.8,v37+v3
MG,Boa Esperança,3107109.0,34842,1.0,CAPS,0.0,50,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,61.1,59.7,v37+v3
MG,Bocaina de Minas,3107208.0,6842,0.0,Nenhum,0.0,6,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,49.6,50.3,v37+v3
MG,Bocaiúva,3107307.0,48842,1.0,CAPS I,0.0,70,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,60.0,59.1,v37+v3
MG,Bom Despacho,3107406.0,47842,1.0,CAPS I,0.0,68,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,55.2,61.8,v37+v3
MG,Bom Jardim de Minas,3107505.0,10842,1.0,CAPS I,0.0,10,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,59.5,64.3,v37+v3
MG,Bom Jesus da Penha,3107604.0,4842,0.0,Nenhum,0.0,3,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,59.7,50.8,v37+v3
MG,Bom Jesus do Amparo,3107703.0,5842,0.0,Nenhum,0.0,5,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,56.2,53.4,v37+v3
MG,Bom Jesus do Galho,3107802.0,15842,1.0,CAPS,0.0,14,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,69.3,61.8,v37+v3
MG,Bom Repouso,3107901.0,11842,0.0,Nenhum,0.0,10,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,64.6,57.0,v37+v3
MG,Bom Sucesso,3108008.0,17842,1.0,CAPS,0.0,16,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,54.8,58.5,v37+v3
MG,Bonfim,3108107.0,9842,1.0,CAPS,0.0,9,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,64.9,66.1,v37+v3
MG,Bonfinópolis de Minas,3108206.0,5842,1.0,CAPS,0.0,5,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,58.1,70.5,v37+v3
MG,Bonito de Minas,3108255.0,10842,1.0,CAPS,0.0,10,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,59.1,62.3,v37+v3
MG,Borda da Mata,3108305.0,17842,0.0,Nenhum,0.0,16,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,65.2,54.9,v37+v3
MG,Botelhos,3108404.0,16842,0.0,Nenhum,0.0,15,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,56.0,54.7,v37+v3
MG,Botumirim,3108503.0,8842,0.0,Nenhum,0.0,8,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,63.7,55.5,v37+v3
MG,Brasilândia de Minas,3108552.0,11842,0.0,Nenhum,0.0,10,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,67.2,57.3,v37+v3
MG,Brasília de Minas,3108602.0,33842,2.0,CAPS,0.0,48,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,59.4,64.9,v37+v3
MG,Brasópolis,,14842,1.0,CAPS I,0.0,13,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,59.2,64.2,v37+v3
MG,Brazópolis,310890.0,0,0.0,Dado não disponível,0.0,17,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,50.0,42.3,v37+v3
MG,Braúnas,3108800.0,5842,0.0,Nenhum,0.0,5,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,55.3,52.8,v37+v3
MG,Brumadinho,3109006.0,38842,1.0,CAPS I,0.0,56,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,59.9,61.3,v37+v3
MG,Brás Pires,3108701.0,5842,0.0,Nenhum,0.0,5,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,53.6,52.7,v37+v3
MG,Bueno Brandão,3109105.0,13842,1.0,CAPS,0.0,12,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,62.4,59.6,v37+v3
MG,Buenópolis,3109204.0,9842,0.0,Nenhum,0.0,9,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,46.0,49.8,v37+v3
MG,Bugre,3109253.0,5842,0.0,Nenhum,0.0,5,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,63.8,53.3,v37+v3
MG,Buritis,3109303.0,22842,1.0,CAPS,0.0,33,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,47.3,59.4,v37+v3
MG,Buritizeiro,3109402.0,25842,1.0,CAPS,0.0,37,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,50.2,61.2,v37+v3
MG,Cabeceira Grande,3109451.0,8842,0.0,Nenhum,0.0,8,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,58.9,51.6,v37+v3
MG,Cabo Verde,3109501.0,13842,0.0,Nenhum,0.0,12,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,64.3,56.5,v37+v3
MG,Cachoeira Dourada,310980.0,0,0.0,Dado não disponível,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,50.0,42.3,v37+v3
MG,Cachoeira Dourada de Minas,,4842,0.0,Nenhum,0.0,3,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,51.7,51.6,v37+v3
MG,Cachoeira da Prata,3109600.0,3842,0.0,Nenhum,0.0,2,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,57.5,52.6,v37+v3
MG,Cachoeira de Minas,3109709.0,9842,1.0,CAPS I,0.0,9,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,59.9,65.4,v37+v3
MG,Cachoeira de Pajeú,3102704.0,9842,1.0,CAPS,0.0,9,0,1,0.0,0.0,0.0,0.0,0.0,0,0.0,False,55.2,62.2,v37+v3
MG,Caetanópolis,3109907.0,13842,1.0,CAPS,0.0,12,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,53.7,59.6,v37+v3
MG,Caeté,3110004.0,46842,1.0,CAPS,0.0,67,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,48.5,58.9,v37+v3
MG,Caiana,3110103.0,4842,0.0,Nenhum,0.0,3,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,60.9,50.2,v37+v3
MG,Cajuri,311020.0,0,0.0,Dado não disponível,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,50.0,42.3,v37+v3
MG,Caldas,3110301.0,14842,1.0,CAPS,0.0,13,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,57.7,62.4,v37+v3
MG,Camacho,3110400.0,4842,0.0,Nenhum,0.0,3,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,50.4,47.6,v37+v3
MG,Camanducaia,3110509.0,21842,1.0,CAPS,0.0,31,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,64.5,66.3,v37+v3
MG,Cambuquira,3110707.0,14842,0.0,Nenhum,0.0,13,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,63.5,55.3,v37+v3
MG,Cambuí,3110608.0,27842,1.0,CAPS I,0.0,40,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,61.0,65.1,v37+v3
MG,Campanha,3110905.0,16842,0.0,Nenhum,0.0,15,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,59.3,52.5,v37+v3
MG,Campanário,3110806.0,5842,0.0,Nenhum,0.0,5,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,54.2,53.1,v37+v3
MG,Campestre,3111002.0,24842,1.0,CAPS,0.0,36,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,57.4,62.8,v37+v3
MG,Campina Verde,3111101.0,15842,0.0,Nenhum,0.0,14,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,44.9,48.3,v37+v3
MG,Campo Azul,3111150.0,5842,0.0,Nenhum,0.0,5,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,48.2,49.8,v37+v3
MG,Campo Belo,3111200.0,54842,2.0,CAPS,0.0,78,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,59.9,63.6,v37+v3
MG,Campo Florido,3111408.0,9842,0.0,Nenhum,0.0,9,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,51.2,52.2,v37+v3
MG,Campo do Meio,3111309.0,13842,0.0,Nenhum,0.0,12,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,61.1,54.0,v37+v3
MG,Campos Altos,3111507.0,14842,0.0,Nenhum,0.0,13,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,57.1,50.5,v37+v3
MG,Campos Gerais,3111606.0,28842,1.0,CAPS,0.0,41,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,63.1,63.2,v37+v3
MG,Cana Verde,3111903.0,5842,0.0,Nenhum,0.0,5,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,59.9,54.7,v37+v3
MG,Canaã,3111705.0,5842,0.0,Nenhum,0.0,5,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,68.6,57.9,v37+v3
MG,Candeias,3112000.0,15842,1.0,CAPS,0.0,14,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,62.3,62.2,v37+v3
MG,Cantagalo,311205.0,0,0.0,Dado não disponível,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,50.0,42.3,v37+v3
MG,Canápolis,3111804.0,8842,1.0,CAPS I,0.0,8,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,57.9,65.3,v37+v3
MG,Caparaó,3112109.0,6842,0.0,Nenhum,0.0,6,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,49.8,50.9,v37+v3
MG,Capela Nova,311220.0,0,0.0,Dado não disponível,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,50.0,42.3,v37+v3
MG,Capelinha,3112307.0,35842,1.0,CAPS,0.0,51,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,61.8,60.2,v37+v3
MG,Capetinga,3112406.0,8842,0.0,Nenhum,0.0,8,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,51.2,51.7,v37+v3
MG,Capim Branco,3112505.0,10842,0.0,Nenhum,0.0,10,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,60.9,53.2,v37+v3
MG,Capinópolis,3112604.0,18842,1.0,CAPS,0.0,17,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,54.8,58.1,v37+v3
MG,Capitão Andrade,3112653.0,5842,0.0,Nenhum,0.0,5,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,52.7,51.8,v37+v3
MG,Capitão Enéas,3112703.0,15842,1.0,CAPS,0.0,14,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,62.7,58.7,v37+v3
MG,Capitólio,3112802.0,9842,0.0,Nenhum,0.0,9,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,58.9,56.0,v37+v3
MG,Caputira,311290.0,0,0.0,Dado não disponível,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,50.0,42.3,v37+v3
MG,Caranaíba,3113107.0,4842,0.0,Nenhum,0.0,3,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,52.5,48.7,v37+v3
MG,Carandaí,3113206.0,24842,1.0,CAPS,0.0,36,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,57.3,63.3,v37+v3
MG,Carangola,3113305.0,36842,3.0,CAPS,0.0,53,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,57.0,65.7,v37+v3
MG,Caratinga,3113404.0,90842,3.0,CAPS,0.0,130,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,58.3,61.9,v37+v3
MG,Caraí,3113008.0,14842,1.0,CAPS,0.0,13,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,68.4,61.3,v37+v3
MG,Carbonita,3113503.0,10842,0.0,Nenhum,0.0,10,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,57.4,52.1,v37+v3
MG,Careaçu,3113602.0,7842,0.0,Nenhum,0.0,7,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,52.5,53.5,v37+v3
MG,Carlos Chagas,3113701.0,20842,1.0,CAPS,0.0,30,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,49.7,59.4,v37+v3
MG,Carmo da Cachoeira,3113909.0,14842,1.0,CAPS I,0.0,13,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,61.2,61.0,v37+v3
MG,Carmo da Mata,3114006.0,13842,0.0,Nenhum,0.0,12,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,56.9,53.2,v37+v3
MG,Carmo de Minas,3114105.0,13842,1.0,CAPS,0.0,12,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,53.1,58.5,v37+v3
MG,Carmo do Cajuru,3114204.0,19842,1.0,CAPS,0.0,17,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,65.3,60.7,v37+v3
MG,Carmo do Paranaíba,3114303.0,30842,3.0,CAPS,0.0,44,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,58.6,69.1,v37+v3
MG,Carmo do Rio Claro,3114402.0,16842,1.0,CAPS,0.0,15,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,61.4,58.1,v37+v3
MG,Carmésia,3113800.0,4842,0.0,Nenhum,0.0,3,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,59.2,50.2,v37+v3
MG,Carmópolis de Minas,3114501.0,16842,1.0,CAPS,0.0,15,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,62.4,59.7,v37+v3
MG,Carneirinho,3114550.0,10842,0.0,Nenhum,0.0,10,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,62.8,53.9,v37+v3
MG,Carrancas,3114600.0,4842,0.0,Nenhum,0.0,3,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,52.1,48.8,v37+v3
MG,Carvalhos,3114808.0,5842,0.0,Nenhum,0.0,5,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,60.1,53.8,v37+v3
MG,Carvalhópolis,3114709.0,4842,0.0,Nenhum,0.0,3,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,48.8,48.3,v37+v3
MG,Casa Grande,3114907.0,4842,0.0,Nenhum,0.0,3,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,47.0,46.7,v37+v3
MG,Cascalho Rico,3115003.0,3842,0.0,Nenhum,0.0,2,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,55.2,49.9,v37+v3
MG,Cataguases,3115300.0,72842,2.0,"CAPS II,CAPSad",0.0,104,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,62.8,59.9,v37+v3
MG,Catas Altas,3115359.0,5842,0.0,Nenhum,0.0,5,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,46.6,50.4,v37+v3
MG,Catas Altas da Noruega,3115409.0,5842,0.0,Nenhum,0.0,5,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,63.1,56.7,v37+v3
MG,Catuji,3115458.0,8842,1.0,CAPS,0.0,8,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,59.8,63.3,v37+v3
MG,Catuti,3115474.0,6842,0.0,Nenhum,0.0,6,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,57.3,50.8,v37+v3
MG,Caxambu,3115508.0,21842,1.0,CAPS I,0.0,31,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,52.4,63.4,v37+v3
MG,Cedro do Abaeté,3115607.0,1842,0.0,Nenhum,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,50.9,48.2,v37+v3
